Defect ID,Status,Summary,Severity,Detected on Date,Environment,Incident Type,Modified,Closing Date,Root Cause
163,Closed,[TM3_Migration] : Tax is zero in staging tables for all the records,2,5/11/2015,Development,Defect,27/12/2015 15:48,27/12/2015,Coding Issue
164,Closed,[TM3_Product_Module] : Unable to sync Product because of Family Max Age error,2,5/11/2015,Test/SIT,Defect,12/11/2015 23:35,13/11/2015,Coding Issue
165,Closed,[TM3_Product_Module] Clarification_Eligibility Qualifier Delete,3,5/11/2015,Test/SIT,Defect,12/11/2015 9:03,12/11/2015,Requirement Issue - Inadequate/Missing Requirement
166,Closed,[TM3_Product_Module] When the product allocation category is deleted the system gives an error message when the data is synced,3,6/11/2015,Test/SIT,Defect,7/12/2015 5:21,12/11/2015,Test Data Issue - Insufficient Test Data
167,Closed,"[TM3_Product_Module] : ""Sync_Issue""  - User is unable to Add Product allocation with Benefit offering . Upon clicking on Sync button, getting following error message.",2,6/11/2015,Test/SIT,Defect,12/11/2015 14:04,12/11/2015,Coding Issue
168,Closed,[TM3_Product_Module] where an user tries to add the same account twice having the short name and account name same as before;the system does not display any error message,3,6/11/2015,Test/SIT,Watch List,16/11/2015 7:19,16/11/2015,Build & Configuration Related Issue
169,Closed,[TM3_Product Module] Discrepencies found in Validation Rules for Med Question Section Mapper,2,7/11/2015,Test/SIT,Defect,7/12/2015 5:16,4/12/2015,Requirement Issue - Change in Requirement
170,Closed,[TM3_Product_Module] : Changes are not getting reflected in TRIP DB as Validation rules,2,7/11/2015,Test/SIT,Defect,18/11/2015 4:18,18/11/2015,Architecture Issue
171,Closed,[TM3_Product Module] Discrepencies found in Validation Rules for Product,3,9/11/2015,Test/SIT,Defect,7/12/2015 5:16,19/11/2015,Requirement Issue - Change in Requirement
172,Closed,"[TM3_Product Module] : Contract Line Item : Leading ""1"" is not diaplyed for Toll Free and Collect to Canada phone numbers",3,10/11/2015,Test/SIT,Defect,7/12/2015 5:16,16/11/2015,Requirement Issue - Change in Requirement
173,Closed,[TM3_Product Module] : Premium Adjustments : Only Latest entry gets saved to DB after sync,2,10/11/2015,Test/SIT,Defect,7/12/2015 5:16,16/11/2015,Design Issue
174,Open,[TM3_Product_Module] : Sync Issue on saving a Product Allocation to a Benefit Offering,3,11/11/2015,Test/SIT,Watch List,3/12/2015 12:53,,
175,Closed,[TM3_Product_Module] : We cannot do Save on any object with Translation/language support,1,11/11/2015,Test/SIT,Defect,12/11/2015 23:59,13/11/2015,Coding Issue
176,Closed,[TM3_Product_Module] : Parent and child object sync status is not alligned,3,11/11/2015,Test/SIT,Defect,23/11/2015 13:16,23/11/2015,Coding Issue
177,Closed,[TM3_Product_Module] : Benefit Offering Name is not fully visible while creating New associations,3,13/11/2015,Test/SIT,Defect,16/11/2015 7:30,16/11/2015,Build & Configuration Related Issue
178,Closed,[TM3_Product_Module] The system gives an error message when the premium adjustment is deleted and synced.,3,16/11/2015,Test/SIT,Defect,23/11/2015 13:26,23/11/2015,Coding Issue
179,Closed,"[TM3_Product_Module]: User is not able to Delete ""Already deleted Product Allocation category"" from Benefit offering.Upon Clicking on Sync Button,System is showing following error message: ""External ID value is not valid""",1,16/11/2015,Test/SIT,Defect,16/11/2015 10:48,16/11/2015,Coding Issue
180,Closed,"[TM3_Product_Module] : System should restrict User while connecting  ""Already deleted Product Allcation category"" with Benefit offering",2,16/11/2015,Test/SIT,Defect,16/11/2015 10:49,16/11/2015,Coding Issue
181,Closed,[TM3_Product_Module] : all Duplicate Product Allocation Category name does not get displayed in Error Message,3,16/11/2015,Test/SIT,Defect,16/11/2015 10:50,16/11/2015,Coding Issue
182,Closed,[TM3_Product_Module] :Date format mismatch for all Calendar Fields available in Salesforce.Displayed in DD/MM/YYYY format instead of MM/DD/YYYY,2,16/11/2015,Test/SIT,Defect,24/11/2015 11:22,24/11/2015,Build & Configuration Related Issue
183,Deferred,[TM3_Q&I] : Correspondence changes for TM4,4,16/11/2015,Development,Watch List,10/12/2015 8:47,16/11/2015,Design Issue
184,Fixed,[Watchlist TM3_Product_Module] When a contract line item is deleted from a Program the details are not getting deleted from the database.,3,17/11/2015,Test/SIT,Watch List,27/12/2015 15:51,,Database Issue
185,Closed,[TM3_Product_Module] Unable to Save,1,23/11/2015,Test/SIT,Defect,23/11/2015 14:46,23/11/2015,Build & Configuration Related Issue
186,Closed,"[TM3_Product Module] : ""Web service callout failed: ..."" error for OCM - Trip Cancellation and Interruption",1,24/11/2015,Test/SIT,Defect,7/12/2015 5:16,4/12/2015,Database Issue
187,Closed,[TM3_Product Module] : VTC - Trip Interruption Feature is not available,2,24/11/2015,Test/SIT,Defect,14/12/2015 0:28,14/12/2015,Build & Configuration Related Issue
188,Closed,[TM3_Q&I_COPY] Step 2 - The contents in the Quote progress bar is not matching with the requirements.,3,25/11/2015,Test/SIT,Defect,13/1/2016 23:31,14/1/2016,Coding Issue
189,Closed,"[TM3_Q&I_Smoke]When continue to application link is clicked from the ""Thank You"" page the page keeps on loading and does not get displayed.",2,25/11/2015,Test/SIT,Defect,10/12/2015 23:01,11/12/2015,Coding Issue
190,Closed,[TM3_Q&I_Smoke Testing] Incorrect warning message is getting displayed when user edits a plan in the 'Select a plan' screen,3,25/11/2015,Test/SIT,Defect,30/11/2015 13:36,30/11/2015,Build & Configuration Related Issue
191,Closed,[TM3_Q&I_Smoke_Old_URL] When the url is entered in the browser for B2C and LIA after pressing enter a distorted page is getting displayed which stays there for a fraction of second.,3,25/11/2015,Test/SIT,Defect,12/12/2015 21:08,12/12/2015,Build & Configuration Related Issue
192,Closed,[TM3_Q&I_UX] Cosmetic issue in the Home screen,3,25/11/2015,Test/SIT,Defect,11/12/2015 11:23,11/12/2015,Build & Configuration Related Issue
193,Closed,"[TM3_Q&I_Module] :  For all plans ""0"" Premium is displayed without any error message",1,25/11/2015,Test/SIT,Defect,8/12/2015 12:39,8/12/2015,Coding Issue
194,Closed,[TM3_Product Module]  - MQ Section : Fields are not as per spec doc,3,26/11/2015,Test/SIT,Defect,7/12/2015 5:15,3/12/2015,Requirement Issue - Change in Requirement
195,Closed,[TM3_Product_Module] :Web service callout failed while sync Travel Location,2,26/11/2015,Test/SIT,Defect,3/12/2015 11:56,3/12/2015,Environment Issue
196,Closed,"[TM3_Q&I_Smoke] When Multi Trip is selected for Travelling Canadians the select your Trip duration dropdown is not getting displayed,.",2,26/11/2015,Test/SIT,Defect,11/12/2015 11:18,11/12/2015,Coding Issue
197,Closed,[TM3_Q&I]: Issued Policies are not Visible as Assets in TRIP,3,26/11/2015,Test/SIT,Defect,15/12/2015 21:20,16/12/2015,Coding Issue
198,Closed,[TM3_Q&I_UX]: Top Date/Time and bottom banner is getting overlapped with screen content on the Home page for LIA url,3,27/11/2015,Test/SIT,Defect,11/12/2015 11:14,11/12/2015,Environment Issue
199,Closed,[TM3_Q&I_Old_URL] : Premium shown as 0 when medical questionnaire is answered to select a plan.,2,27/11/2015,Test/SIT,Defect,13/12/2015 21:36,14/12/2015,Build & Configuration Related Issue
200,Closed,"[TM3_Q&I_Old_URL]: Truncated values are getting displayed in the 'Plan Detail' section under ""Ready to Apply"" screen",3,27/11/2015,Test/SIT,Defect,13/12/2015 16:19,13/12/2015,Build & Configuration Related Issue
201,Rejected,[TM3_Q&I] An extra section appears at the top of the applicant details page.,3,27/11/2015,Test/SIT,Defect,11/12/2015 15:28,11/12/2015,Testing Issue - User Error
202,Closed,"[TM3_Q&I_UX]: Traveller image is not getting displayed in the ""Pick a plan"" screen",3,27/11/2015,Test/SIT,Defect,13/12/2015 18:59,13/12/2015,Environment Issue
203,Closed,[TM3_Q&I_UX]: None of the images are getting displayed in the home screen and a vertical line is present on the screen,3,27/11/2015,Test/SIT,Defect,11/12/2015 11:08,11/12/2015,Environment Issue
204,Closed,[TM3_Q&I_UX]: After clicking on the unaccessible images on the home page unexpected error message is getting displayed,3,27/11/2015,Test/SIT,Defect,13/12/2015 23:04,14/12/2015,Test Plan issue - Invalid Test Case
205,Closed,[TM3_Q&I_Age]The maximum age in STEM plan is 149 as per the product config document but as per the application the maximum age allowed is 120,3,27/11/2015,Test/SIT,Defect,29/12/2015 23:00,30/12/2015,Coding Issue
206,Closed,[TM3_Q&I]: After selecting an option in 'Need help to choose' section and click on the 'Next' button system displays error message and user is not able to proceed to the next screen,2,27/11/2015,Test/SIT,Defect,13/12/2015 23:00,14/12/2015,Build & Configuration Related Issue
207,Duplicate,[TM3_Q&I_Browser_UX]: In safari browser the first page of B2C site is not aligned properly and distorted,3,27/11/2015,Test/SIT,Defect,7/1/2016 23:04,8/1/2016,Environment Issue
208,Closed,[TM3_Q&I_Old_URL] Not able to navigate further after entering applicant details,2,27/11/2015,Test/SIT,Defect,13/12/2015 23:06,14/12/2015,Build & Configuration Related Issue
209,Closed,[TM3_Q&I_Premium] The system does not accept the Travel companion Savings while calculating the rates.,2,27/11/2015,Test/SIT,Defect,13/12/2015 22:40,14/12/2015,Build & Configuration Related Issue
210,Closed,[TM3_Q&I_Premium] : Premium shown is the same for Age 59 and Age 69.,2,27/11/2015,Test/SIT,Defect,13/12/2015 21:42,14/12/2015,Build & Configuration Related Issue
211,Closed,"[TM3_Q&I_Old_URL]: User is not able to complete the payment, an error message is getting displayed for LIA site in Google Chrome and Mozila",2,27/11/2015,Test/SIT,Defect,14/12/2015 1:13,14/12/2015,Build & Configuration Related Issue
212,Closed,[TM3_Q&I]The policy number is not getting generated after the Policy is issued.,1,27/11/2015,Test/SIT,Defect,9/12/2015 5:00,9/12/2015,Coding Issue
213,Closed,"[TM3_Q&I_Old_URL] Trip Amount is not being displayed on clicking Calculate button, even not after plan selection",2,27/11/2015,Test/SIT,Defect,13/12/2015 17:52,13/12/2015,Build & Configuration Related Issue
214,Reopen,[TM3_Q&I_Browser]: User is not able to select any plan from the drop down hence not able to proceed with quote and issue a policy in safari browser,4,27/11/2015,Test/SIT,Defect,16/1/2016 15:50,,Build & Configuration Related Issue
215,Closed,[TM3_Q&I_UX] Step 4 - The phone number field accepts alphabets and special characters in the Application details page,4,27/11/2015,Test/SIT,Defect,22/12/2015 22:28,23/12/2015,Coding Issue
216,Closed,[TM3_Q&I_BackDate]  Backdate of School Start and Departure Date needed,3,27/11/2015,Development,Defect,15/12/2015 2:01,15/12/2015,Coding Issue
217,Closed,[TM3_Q&I_BackDate]  LIA cannot backdate purchase date,3,27/11/2015,Development,Defect,22/12/2015 22:22,23/12/2015,Build & Configuration Related Issue
218,Closed,[TM3_Q&I]  Step 1 - Order of Plans in Plan selection dropdown,4,27/11/2015,Development,Defect,13/1/2016 23:51,14/1/2016,Build & Configuration Related Issue
219,Closed,[TM3_Q&I] : Premium calculation error in VTC,1,30/11/2015,Test/SIT,Defect,10/12/2015 6:53,10/12/2015,Coding Issue
220,Closed,[TM3_Q&I] Province look up is not displaying the linked address,1,30/11/2015,Test/SIT,Defect,15/12/2015 4:56,15/12/2015,Coding Issue
221,Closed,[TM3_Q&I_UX]  Step 1 - Default DOB,4,30/11/2015,Development,Defect,29/12/2015 12:14,29/12/2015,Build & Configuration Related Issue
222,Rejected,[TM3_Q&I_UX]  Underwritten by footer,2,30/11/2015,Development,Defect,10/12/2015 22:31,11/12/2015,Requirement Issue - Change in Requirement
223,Deferred,[TM3_Q&I] Step 4 -  Split Payment option where one plan / one insured,4,30/11/2015,Development,Watch List,23/12/2015 22:15,24/12/2015,Build & Configuration Related Issue
224,Open,[TM3_Q&I]  Step 4 - Communication Method and home address,4,30/11/2015,Development,Watch List,11/1/2016 12:33,,
225,Closed,[TM3_Q&I]: 'LIA Save Quote' section is getting displayed in the B2C site under 'Ready to apply' screen which is expected in LIA site not in B2C site,2,30/11/2015,Test/SIT,Defect,9/12/2015 22:05,10/12/2015,Build & Configuration Related Issue
226,Closed,[TM3_Q&I_UX]: Step 4 - Selected 'province' field (non-editable) is disdplaying as drop down in the 'Contact Information' section under 'Ready to Apply' screen,4,30/11/2015,Test/SIT,Defect,24/12/2015 11:05,24/12/2015,Build & Configuration Related Issue
227,Closed,[TM3_Q&I_UX]: Step 4 - 'Pay by Cheque' option is getting displayed in 'Type of Payment' dropdown for B2C site which is not expected,3,30/11/2015,Test/SIT,Defect,13/12/2015 22:50,14/12/2015,Build & Configuration Related Issue
228,Closed,[TM3_Q&I_UX]  Step 4 - Application for VTC plan,3,1/12/2015,Test/SIT,Defect,23/12/2015 7:44,23/12/2015,Coding Issue
229,Closed,"[TM3_Q&I_UX] In Step 5 - Final Recap , Deductible amount is shown against Provincial Tax for VTC",2,1/12/2015,Test/SIT,Defect,13/12/2015 22:34,14/12/2015,Coding Issue
230,Rejected,[TM3_Q&I] Step 4 - Manual entry of Postal code in Contact Information for Student- Outbound Plan,2,1/12/2015,Test/SIT,Defect,17/12/2015 15:10,17/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
231,Closed,"[TM3_Q&I_UX] : Step 5 - ""Please Note"" section after Plan Detail, in Step 5- Final Recap page is shown in French when issue is in English",3,1/12/2015,Test/SIT,Defect,29/12/2015 22:46,30/12/2015,Build & Configuration Related Issue
232,Closed,[TM3_Q&I_Age] VTC showing error on Step 1 - First Page and not allowing to proceed when Age = 85,2,1/12/2015,Test/SIT,Defect,22/12/2015 23:10,23/12/2015,Coding Issue
233,Closed,[TM3_Q&I_UX] Step 5 - 'Payment By' is blank in Final Recap page,3,1/12/2015,Test/SIT,Defect,13/1/2016 5:14,13/1/2016,Coding Issue
234,Retested,[TM3_Q&I] Prefix and numeric portion of the generated policy number is not as per the requirement,3,1/12/2015,Test/SIT,Defect,13/1/2016 23:44,12/1/2016,Coding Issue
235,Closed,"[TM3_Q&I]: Error on Step 1  on clicking ""Get My Quote"" button preventing moving ahead",1,1/12/2015,Test/SIT,Defect,8/12/2015 12:18,8/12/2015,Coding Issue
236,Closed,[TM3_Q&I]: Not able to proceed in VTC when Super Visa is NOT selected as Medical Coverage dropdown shows no values,1,1/12/2015,Test/SIT,Defect,9/12/2015 20:43,9/12/2015,Environment Issue
237,Closed,[TM3_Q&I_UX] Header - Main menu sequence mismatch in Header,4,1/12/2015,Test/SIT,Defect,21/1/2016 3:50,21/1/2016,Environment Issue
238,Closed,"[TM3_Q&I_OLD_URL] Step 1 -  ""Learn More"" in the""Choose your traveller type"", is not displaying proper content and not opening in a new window",3,1/12/2015,Test/SIT,Defect,8/1/2016 4:38,8/1/2016,Build & Configuration Related Issue
239,Closed,"[TM3_Q&I_COPY] Improper 'Mouse hover text' is getting displayed in ""Choose your Traveller Type"" step",4,1/12/2015,Test/SIT,Defect,27/12/2015 21:38,28/12/2015,Build & Configuration Related Issue
240,Closed,"[TM3_Q&I_UX] Step 1 - Alignment issue with the help text in ""Tell us your story"" tab",4,1/12/2015,Test/SIT,Defect,22/12/2015 23:10,23/12/2015,Design Issue
241,Closed,"[TM3_Q&I] Incorrect text in Help option of ""How many travellers are you covering with this insurance?"" field",4,1/12/2015,Test/SIT,Defect,9/12/2015 20:46,9/12/2015,Build & Configuration Related Issue
242,Closed,[TM3_Q&I] Not able to proceed to next step as not able to select Trip Duration for OCM Multi Trip plan,1,2/12/2015,Test/SIT,Defect,10/12/2015 22:49,11/12/2015,Environment Issue
243,Closed,[TM3_Q&I] Step 1 - OCM GHIP warning message shown on clicking [Get My Quote] in VTC,3,1/12/2015,Test/SIT,Defect,12/1/2016 22:06,13/1/2016,Build & Configuration Related Issue
244,Open,[TM3_Q&I_COPY] Step 1 - In the family indicator section an extra text 'Copy outstanding' is getting displayed in the step 'Tell us your story',3,2/12/2015,Test/SIT,Defect,4/1/2016 13:28,,
245,Closed,[TM3_Q&I_COPY] Mismatches found in Plan Type Description,3,2/12/2015,Test/SIT,Defect,12/12/2015 21:12,13/12/2015,Build & Configuration Related Issue
246,Closed,[TM3_Product_Module] : Med Question Section Groups not available on All Tabs,4,2/12/2015,Test/SIT,Defect,8/12/2015 20:55,8/12/2015,Build & Configuration Related Issue
247,Closed,[TM3_Q&I] Relationship info are missing from the call to TRIP web service,2,2/12/2015,Test/SIT,Defect,13/12/2015 18:48,13/12/2015,Coding Issue
248,Closed,[TM3_Q&I] Unable to display recap page when policy require medical questionnarie,2,2/12/2015,Test/SIT,Defect,13/12/2015 19:56,13/12/2015,Coding Issue
249,Closed,[TM3_PI&C_Module] : New Asset Confirmation Button is Missing in QAT,3,2/12/2015,Test/SIT,Defect,7/12/2015 10:26,7/12/2015,Build & Configuration Related Issue
250,Closed,[TM3_PI&C_Module]  : Product Name is Missing From the Asset Screen in QAT,3,2/12/2015,Test/SIT,Defect,7/12/2015 10:29,7/12/2015,Build & Configuration Related Issue
251,Closed,[TM3_PI&C_Module] : Family Members are not Displaying on the Asset for Family Plans,3,2/12/2015,Test/SIT,Defect,9/12/2015 20:12,9/12/2015,Build & Configuration Related Issue
252,Closed,[TM3_PI&C_Module] : Link to Issuance Quote Missing in QAT,3,2/12/2015,Test/SIT,Defect,7/12/2015 11:00,7/12/2015,Build & Configuration Related Issue
253,Closed,[TM3_PI&C_Module] : Policy Cancellation not Working in QAT,3,2/12/2015,Test/SIT,Defect,7/12/2015 10:38,7/12/2015,Testing Issue - User Error
254,Closed,[TM3_Q&I] Step 2 - Invalid  value entered for quote causes all prices to disappear,3,3/12/2015,Test/SIT,Defect,29/12/2015 23:19,30/12/2015,Build & Configuration Related Issue
255,Closed,"[TM3_Q&I_UX] Step 4 - Option ""Others"" not showing in filtered list",4,3/12/2015,Test/SIT,Defect,22/12/2015 22:46,23/12/2015,Coding Issue
256,Duplicate,[TM3_Q&I] Country is a free form field,4,3/12/2015,Test/SIT,Defect,11/12/2015 16:02,11/12/2015,Design Issue
257,Closed,[TM3_Q&I]  Cannot proceed after payment page,2,3/12/2015,Test/SIT,Watch List,14/12/2015 5:47,14/12/2015,Build & Configuration Related Issue
258,Reopen,[TM3_Q&I]  Step 2 - System calculates a Premium for Trip Cancellation and Interruption  plan even when Trip costs is negative,3,3/12/2015,Test/SIT,Defect,16/1/2016 13:35,,Coding Issue
259,Closed,[TM3_Q&I] Step 4 - System not accpeting blank as Email address,4,3/12/2015,Test/SIT,Defect,22/12/2015 22:56,23/12/2015,Coding Issue
260,Open,[TM3_Q&I_COPY] Step 5 - Wording on final Recap page does not make sense,4,3/12/2015,Test/SIT,Defect,21/1/2016 22:13,,
261,Closed,[TM3_Q&I] Medical Questionnaire indicator not shown for second insured of age > 60,3,4/12/2015,Test/SIT,Defect,13/12/2015 23:00,14/12/2015,Coding Issue
262,Closed,[TM3_Q&I_Age] Medical Questionnaire section not present for insured age 60 in MTEM plan,2,4/12/2015,Test/SIT,Defect,29/12/2015 22:54,30/12/2015,Build & Configuration Related Issue
263,Closed,[TM3_Q&I] Step 1 - Displaying error message while number of insured having age >59 is 2,2,4/12/2015,Test/SIT,Defect,20/12/2015 22:06,21/12/2015,Coding Issue
264,Closed,[TM3_Q&I] Step 1 - When user enters coverage start date greater than 60 days from the purchase date earliest purchase date-multi warning message is not getting displayed,3,4/12/2015,Test/SIT,Defect,13/1/2016 2:36,13/1/2016,Build & Configuration Related Issue
265,Closed,[TM3_Q&I] Step 1 - GHIP warning is being displayed when user navigates from Step 2 back to Step 1 when Travelling Canadian/Multi Trip is selected,3,4/12/2015,Test/SIT,Defect,13/1/2016 2:56,13/1/2016,Build & Configuration Related Issue
266,Closed,[TM3_Q&I] Premium - Smoker surcharge is not being added to the premium amount,2,4/12/2015,Test/SIT,Defect,13/12/2015 21:40,14/12/2015,Build & Configuration Related Issue
267,Closed,[TM3_Q&I] Medical Questionnaire is not showing up for Emergency Medical Top Up Plan,2,4/12/2015,Test/SIT,Defect,14/12/2015 5:57,14/12/2015,Coding Issue
268,Closed,"[TM3_PI&C_Module] : Upon clicking on ""On/Off Hold"" button, Hold indicator status does not get changed for selected Policy in QAT environment",3,4/12/2015,Test/SIT,Defect,6/1/2016 23:18,7/1/2016,Coding Issue
269,Closed,[TM3_Q&I] Provincial Tax amount is being populated for Outbound Student plans,2,4/12/2015,Test/SIT,Defect,15/12/2015 4:22,15/12/2015,Coding Issue
270,Closed,"[TM3_PI&C_Module] :Upon clicking on ""Policy Change"" button, User goes back back to home tab instead of staying back in Assets Tab in QAT Environment",3,4/12/2015,Test/SIT,Defect,9/12/2015 20:31,9/12/2015,Build & Configuration Related Issue
271,Closed,[TM3_Q&I_Module] Step 2 - Trip Cancellation plan is not shown when Destination is selected as Canada,2,4/12/2015,Test/SIT,Defect,14/12/2015 1:13,14/12/2015,Build & Configuration Related Issue
272,Closed,[TM3_PI&C_Module] : Unable to search any Asset# from Global Search box in TRIP Application in QAT Environment,2,4/12/2015,Test/SIT,Defect,8/12/2015 0:28,8/12/2015,Environment Issue
273,Closed,"[TM3_Product_Module] Tab order and alignment is incorrect in ""New Eligibiltiy Qualifiers"" screen",4,4/12/2015,Test/SIT,Defect,17/12/2015 15:16,17/12/2015,Build & Configuration Related Issue
274,Closed,[TM3_Product_Module] : Tab does not move on Travller Type field in Traveller Type Edit screen,4,4/12/2015,Test/SIT,Defect,7/12/2015 14:01,7/12/2015,Build & Configuration Related Issue
275,Closed,"[TM3_Product_Module] : In ""New Tax"" screen default tab is not set on Province field",4,4/12/2015,Test/SIT,Defect,7/12/2015 10:34,7/12/2015,Environment Issue
276,Closed,"[TM3_Product_Module] : In ""Medical Question Section Sequence"" edit screen default tab is not set on Rate Category field",4,4/12/2015,Test/SIT,Defect,7/12/2015 10:34,7/12/2015,Environment Issue
277,Closed,[TM3_Product_Module] : Text is not displayed on teh set tab in the main frame of SF,4,4/12/2015,Test/SIT,Defect,29/12/2015 10:46,29/12/2015,Build & Configuration Related Issue
278,Closed,[TM3_Product_Module] : Non Travel products are displayed in search on the Product Home page,3,4/12/2015,Test/SIT,Defect,29/12/2015 10:45,29/12/2015,Build & Configuration Related Issue
279,Closed,"[TM3_ACCT] Manual Accounting, suspense tag drop down has too many values",3,4/12/2015,Test/SIT,Defect,9/12/2015 21:02,10/12/2015,Coding Issue
280,Open,[TM3_Q&I] Step 2 - Trip Cancellation and Interruption plan - No indication of the maximum trip amount,3,4/12/2015,Test/SIT,Defect,10/1/2016 20:48,,
281,Open,[TM3_Q&I] Watch List: Quote URL never expire,4,4/12/2015,Test/SIT,Watch List,10/1/2016 20:23,,
282,Closed,[TM3_Q&I_UX] Step 1 - Incomplete GHIP warning message is getting displayed for single trip OCM plans,3,6/12/2015,Test/SIT,Defect,29/12/2015 23:58,30/12/2015,Build & Configuration Related Issue
283,Closed,"[TM3_Q&I] 'Covered' days field is not getting displayed in the ""Plan Recap"" page",3,6/12/2015,Test/SIT,Defect,9/12/2015 14:13,9/12/2015,Build & Configuration Related Issue
284,Closed,"[TM3_Q&I_UX] Step 1 - For student plans ""GET MY QUOTE"" button is coming in grey color",4,6/12/2015,Test/SIT,Defect,22/12/2015 22:22,23/12/2015,Design Issue
285,Closed,[TM3_Q&I_UX] Error messages not as expected,3,7/12/2015,Test/SIT,Defect,23/12/2015 0:02,23/12/2015,Build & Configuration Related Issue
286,Closed,[TM3_Q&I] Step 1 - Default value missing for Family coverage checkbox in OCM,3,7/12/2015,Test/SIT,Defect,15/12/2015 21:16,16/12/2015,Build & Configuration Related Issue
287,Closed,[TM3_Q&I] Step 2 - Plan selection is enabled for Coverage Start Date greater than 179 days from Purchase Date - Validation Rule not working,2,7/12/2015,Test/SIT,Defect,21/1/2016 4:53,21/1/2016,Requirement Issue - Ambiguous/Unclear Requirement
288,Closed,[TM3_Q&I_COPY] Step 2  Eligibility notification for Student Plan  is not as expected,4,7/12/2015,Test/SIT,Defect,20/12/2015 22:21,21/12/2015,Build & Configuration Related Issue
289,Closed,[TM3_Q&I] Step 4 - Top Up Plan - Departure and Destination fields are missing,2,7/12/2015,Test/SIT,Defect,23/12/2015 5:22,23/12/2015,Coding Issue
290,Closed,"[TM3_Q&I_UX] Step 2 - ""Need help to choose"" section is appearing for Single Trip and Multi Trip",3,7/12/2015,Test/SIT,Defect,21/1/2016 7:40,21/1/2016,Coding Issue
291,Closed,[TM3_Q&I] Family rate factor 3 is not displaying when 'Family Coverage' is selected as 'Yes' and 'Trip Interruption' is selected as 'Yes',2,7/12/2015,Test/SIT,Defect,13/12/2015 22:41,14/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
292,Closed,[TM3_Q&I_Age] No error message is getting displayed when Family coverage is selected and Travellers Age is greater than Plan/Family maximum age for VTC,2,7/12/2015,Test/SIT,Defect,23/12/2015 0:05,23/12/2015,Coding Issue
293,Closed,[TM3_Q&I] The error messages cannot be reproduced on clicking on apply button.,4,7/12/2015,Test/SIT,Defect,11/12/2015 11:02,11/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
294,Closed,[TM3_Q&I] The system does not allow to enter the coverage end date less than the coverage start date on get a quote page[step1].So the error message cannot be replicated.,3,8/12/2015,Test/SIT,Defect,11/12/2015 11:03,11/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
295,Closed,"[TM3_PI&C_Module] : System does not provide any ability to select ""New Credit Card"" option to User in payment Edit page",2,8/12/2015,Test/SIT,Defect,28/12/2015 23:01,29/12/2015,Requirement Issue - Ambiguous/Unclear Requirement
296,Rejected,[TM3_PI&C_Module] : User haven?t received any Email Confirmation after Policy Change,2,8/12/2015,Test/SIT,Defect,7/1/2016 23:23,17/12/2015,Testing Issue - Oversight of Testing Requirements
297,Closed,[TM3_Q&I_Age] System is displaying an error message when the traveller age is 30 days (minimum age boundary value),3,7/12/2015,Test/SIT,Defect,30/12/2015 2:06,30/12/2015,Coding Issue
298,Closed,[TM3_Q&I] Step 2 - VTC showing Plan B- Medical Questionnaire for all ages,3,8/12/2015,Test/SIT,Defect,27/12/2015 21:24,28/12/2015,Build & Configuration Related Issue
299,Closed,[TM3_Q&I_Age] System is throwing error message when travelers age is not greater than the maximum age,3,8/12/2015,Test/SIT,Defect,28/12/2015 21:25,29/12/2015,Coding Issue
300,Closed,[TM3_Report] : Plan Code drop down shows 5 values for each plan code for Student Plans rate Report,3,8/12/2015,Test/SIT,Defect,11/1/2016 20:04,11/1/2016,Coding Issue
301,Closed,"[TM3_Report] : For National Student PlanCode, report displays rates for National and Outbound",3,8/12/2015,Test/SIT,Defect,3/1/2016 20:53,3/1/2016,Build & Configuration Related Issue
302,Closed,[TM3_Q&I] : Step 4 - Application Page - Canadian Addresses,1,8/12/2015,Test/SIT,Defect,28/12/2015 5:06,28/12/2015,Requirement Issue - Change in Requirement
303,Reopen,[TM3_Q&I_COPY] : Step 4 - Application Page - International Addresses,4,8/12/2015,Test/SIT,Defect,12/1/2016 22:33,,Requirement Issue - Change in Requirement
304,Closed,[TM3_Q&I] : Step 4 - Application Page - Student - Family,1,8/12/2015,Test/SIT,Defect,23/12/2015 4:17,23/12/2015,Requirement Issue - Change in Requirement
305,Closed,[TM3_PI&C_Module] : Not Able to Remove an Optional BO,3,8/12/2015,Test/SIT,Defect,21/1/2016 13:16,21/1/2016,Coding Issue
306,Closed,[TM3_PI&C_Module] : Cheque Number Should not be Mandatory,4,8/12/2015,Test/SIT,Defect,21/12/2015 4:29,21/12/2015,Coding Issue
307,Closed,[TM3_PI&C_Module] : Cannot Search by Payment Details,3,8/12/2015,Test/SIT,Defect,20/12/2015 20:50,20/12/2015,Build & Configuration Related Issue
308,Closed,[TM3_PI&C_Module] : Opp Notes Are Showing Asset History Details,4,8/12/2015,Test/SIT,Defect,9/12/2015 20:44,9/12/2015,Build & Configuration Related Issue
309,Closed,[TM3_Migration] : Never in force policies were migrated,3,8/12/2015,Development,Defect,27/12/2015 16:52,27/12/2015,Coding Issue
310,Closed,[TM3_Migration] : Migration process assigns wrong plan versions,2,8/12/2015,Development,Defect,27/12/2015 16:52,27/12/2015,Coding Issue
